item_id,kind,title,state,region,category,lat,lng,media_count,difficulty,cost_per_day,duration_days,cuisine
osm-11687941353,restaurant,The Stayfitr Kitchen Nayanpur,Assam,northeast,food,26.151163,91.7864186,1,easy,,,
osm-11687942308,restaurant,Town Hall Guwahati,Assam,northeast,food,26.1535209,91.7841006,1,easy,,,
osm-11687946396,restaurant,Naga Dish,Assam,northeast,food,26.1573183,91.7828659,1,easy,,,
osm-11687946678,restaurant,Heavenly Cakes,Assam,northeast,food,26.1539694,91.7852991,1,easy,,,
osm-11687947335,temple,Khatu Shyam Baba Mandir,Rajasthan,north,spiritual,26.4811704,76.7309262,1,easy,,,
osm-11687963661,restaurant,Rice N' More,Assam,northeast,food,26.1497968,91.7863061,1,easy,,,
osm-11687965297,restaurant,Jaluk,Assam,northeast,food,26.1509216,91.7861326,1,easy,,,
osm-11687965795,cafe,Kaka Halwai,Maharashtra,west,food,18.5310182,73.9501838,1,easy,,,
osm-11687968099,restaurant,Red Hot Chilli Pepper,Assam,northeast,food,26.1521466,91.784145,1,easy,,,
osm-11687968763,restaurant,Domino's Pizza,Assam,northeast,food,26.1494039,91.7859456,1,easy,,,pizza
osm-11687981671,temple,Hanumanji Mandir,Rajasthan,north,spiritual,26.4822481,76.7335328,1,easy,,,
osm-11687990399,temple,Renuka Mata Mandir,Maharashtra,west,spiritual,18.5350478,73.9458793,1,easy,,,
osm-11688024751,park,CHANU (AMLA) FROM,Madhya Pradesh,central,nature,22.7596113,75.9271409,1,easy,,,
osm-11688041860,temple,Bad Ke Balaji,Rajasthan,north,spiritual,27.8131934,75.0314578,1,easy,,,
osm-11688050175,restaurant,Eaters Stop Restaurant 4th Town,Andhra Pradesh,south,food,17.7387366,83.3041844,1,easy,,,
osm-11688050182,cafe,Bae's Cappucino,Andhra Pradesh,south,food,17.7397018,83.3058687,1,easy,,,
osm-11688050183,street food,FoodEx,Andhra Pradesh,south,food,17.741561,83.305021,1,easy,,,
osm-11688050184,cafe,Bean Board,Andhra Pradesh,south,food,17.7415628,83.3046382,1,easy,,,
osm-11688050193,restaurant,Coffee And Kitchen,Andhra Pradesh,south,food,17.7417274,83.3060877,1,easy,,,
osm-11688050194,restaurant,Abhiruchi Tiffin Center,Andhra Pradesh,south,food,17.7417089,83.3058933,1,easy,,,
osm-11688050195,restaurant,Nanak Bakery & Sweets,Andhra Pradesh,south,food,17.7371558,83.3080621,1,easy,,,
osm-11688050201,street food,Wonton Momos,Andhra Pradesh,south,food,17.7375757,83.308865,1,easy,,,
osm-11688050203,street food,Domino's,Andhra Pradesh,south,food,17.7380548,83.3079457,1,easy,,,pizza
osm-11688074393,temple,Hanuman Temple,Karnataka,south,spiritual,12.8742324,77.6675529,1,easy,,,
osm-11688074831,restaurant,Sri Vishnu Grand,Karnataka,south,food,12.8756646,77.6707057,1,easy,,,
osm-11688074832,street food,Udupi Juice Junction,Karnataka,south,food,12.8755609,77.6705991,1,easy,,,juice
osm-11688107932,cafe,Cafe Coffee Day,Karnataka,south,food,12.765633,77.3309994,1,easy,,,coffee_shop
osm-11688366145,monastery,Wat Paknam Bodhgaya,Bihar,east,spiritual,24.7040196,85.0034905,1,easy,,,
osm-11688400769,monastery,Reclining Buddha,Bihar,east,spiritual,24.7181124,84.9993862,1,easy,,,
osm-11688400774,temple,Shiv temple,Bihar,east,spiritual,24.714284,84.9953393,1,easy,,,
osm-11688400775,temple,Panchmukhi Mandir,Bihar,east,spiritual,24.7122936,84.9936573,1,easy,,,
osm-11688400781,monastery,Ratanaghara Buddhist Maynmar Temple,Bihar,east,spiritual,24.7143581,84.9838276,1,easy,,,
osm-11688400782,monastery,Omitoufo Meditation centre,Bihar,east,spiritual,24.7114439,84.9848716,1,easy,,,
osm-11688400783,artwork,nagavanshi Buddha Statue,Bihar,east,culture,24.6977832,84.9883691,1,easy,,,
osm-11688400792,monastery,Palyul Namdroling Temple,Bihar,east,spiritual,24.6900059,84.9833359,1,easy,,,
osm-11688400794,monastery,Buddhist Temple,Bihar,east,spiritual,24.6878008,84.9838063,1,easy,,,
osm-11688400795,monastery,The Pearl Mahavihara,Bihar,east,spiritual,24.6876134,84.9844598,1,easy,,,
osm-11688458766,temple,Kaali Mata Temple,Madhya Pradesh,central,spiritual,22.756399,78.3599711,1,easy,,,
osm-1168847213,restaurant,Ruchi Restaurant,Tamil Nadu,south,food,10.2353759,77.4925579,1,easy,,,indian
osm-1168847253,restaurant,Tava Restaurant,Tamil Nadu,south,food,10.2350876,77.4910712,1,easy,,,indian
osm-1168847378,restaurant,Meenakshi Bhavan,Tamil Nadu,south,food,10.2387279,77.487787,1,easy,,,indian
osm-1168847381,street food,Pizza Corner,Tamil Nadu,south,food,10.2361465,77.4907599,1,easy,,,
osm-1168847529,restaurant,Al Baiq,Tamil Nadu,south,food,10.2389253,77.4955348,1,easy,,,
osm-1168847548,jain temple,Sri Vardhaman Mahavir,Tamil Nadu,south,spiritual,10.249255,77.4939506,1,easy,,,
osm-1168847813,restaurant,Red Apple Restaurant,Tamil Nadu,south,food,10.2358096,77.4927441,1,easy,,,indian
osm-1168847896,restaurant,Hotel Astoria,Tamil Nadu,south,food,10.235564,77.492432,1,easy,,,indian
osm-1168848131,cafe,Lotus Cyber Café,Tamil Nadu,south,food,10.2415158,77.4880644,1,easy,,,
osm-1168848397,restaurant,Hotel Darling,Tamil Nadu,south,food,10.2350202,77.4927271,1,easy,,,indian
osm-1168848542,restaurant,Sree Aryas Restaurant,Tamil Nadu,south,food,10.0070886,77.4728658,1,easy,,,indian
osm-11690181854,restaurant,Food King,Goa,west,food,15.3913327,73.8804194,1,easy,,,
osm-11690277285,cafe,GTAC Tea Lounge,Assam,northeast,food,26.1459975,91.7894406,1,easy,,,
osm-11690280213,cafe,Leaf Deck Cafe,Assam,northeast,food,26.1458892,91.7903395,1,easy,,,
osm-11690280729,temple,Jagdamba Mata Temple,Maharashtra,west,spiritual,19.3916421,74.8244827,1,easy,,,
osm-11690281561,street food,Byanjon,Assam,northeast,food,26.1388549,91.7982352,1,easy,,,
osm-11690281577,restaurant,OH! Northeast from our hills,Assam,northeast,food,26.1475965,91.7891054,1,easy,,,
osm-11690372411,park,Sudhakantha Dr.Bhupen Hazarika Children's Park,Assam,northeast,nature,26.1726378,91.7735813,1,easy,,,
osm-11690375114,park,Gopur colony mark,Madhya Pradesh,central,nature,22.685263,75.8302939,1,easy,,,
osm-11690375115,temple,Gopur Mandir,Madhya Pradesh,central,spiritual,22.6850922,75.8310913,1,easy,,,
osm-11690375116,park,Pre Conco Colony Park,Madhya Pradesh,central,nature,22.6852425,75.832831,1,easy,,,
osm-11690375121,temple,Shri Sankat Mochan Hanuman Mandir,Madhya Pradesh,central,spiritual,22.6843469,75.8360374,1,easy,,,
osm-11690375122,temple,Chintaman Ganesh Mandir,Madhya Pradesh,central,spiritual,22.6841302,75.8355976,1,easy,,,
osm-11690375128,park,Gopur Colony Extension Garden,Madhya Pradesh,central,nature,22.6843895,75.828338,1,easy,,,
osm-11690375129,park,Vaishali Garden,Madhya Pradesh,central,nature,22.6835463,75.8277799,1,easy,,,
osm-11690375130,park,Devendra Nagr Garden,Madhya Pradesh,central,nature,22.6843217,75.8401754,1,easy,,,
osm-11690375131,artwork,Tyagmurti Maharishi Pratima,Madhya Pradesh,central,culture,22.6841283,75.8362542,1,easy,,,
osm-11690375134,temple,Manas Mandir,Madhya Pradesh,central,spiritual,22.6827229,75.8305187,1,easy,,,
osm-11690375140,temple,Shree Surya Mandir,Madhya Pradesh,central,spiritual,22.6588209,75.8044329,1,easy,,,
osm-11690375145,restaurant,Annapurna Restaurent,Madhya Pradesh,central,food,22.6564519,75.8072339,1,easy,,,
osm-11690375148,shrine,Jain Temple,Madhya Pradesh,central,spiritual,22.6492509,75.8230717,1,easy,,,
osm-11690375156,cafe,Cafe Kono,Madhya Pradesh,central,food,22.6956748,75.8360323,1,easy,,,
osm-11690375157,cafe,Namo Sandwich,Madhya Pradesh,central,food,22.6961263,75.835012,1,easy,,,
osm-11690379454,restaurant,RSR Kitchen,Assam,northeast,food,26.1388971,91.8135912,1,easy,,,
osm-11690381770,temple,Shree Bada Ganpati Mandir,Madhya Pradesh,central,spiritual,22.7205354,75.8418722,1,easy,,,
osm-11690381774,church,Holy Spirit Church,Madhya Pradesh,central,spiritual,22.7133279,75.8849904,1,easy,,,
osm-11690381779,zoo,Kamla Nehru Prani Sangralaya,Madhya Pradesh,central,wildlife,22.7042532,75.8778515,1,easy,,,
osm-11690381780,temple,Shree Siddheshwar Veer Hanuman Mandir,Madhya Pradesh,central,spiritual,22.7050632,75.8775757,1,easy,,,
osm-11690381781,temple,Shri Shri Kali Mandir,Madhya Pradesh,central,spiritual,22.7048787,75.8765292,1,easy,,,
osm-11690381785,temple,Shri Krishna Temple,Madhya Pradesh,central,spiritual,22.7266292,75.8917203,1,easy,,,
osm-11690381786,temple,Khajarana Ganesh Mandir gate,Madhya Pradesh,central,spiritual,22.7316032,75.9030502,1,easy,,,
osm-11690381789,temple,Khajrana Ganesh Mandir,Madhya Pradesh,central,spiritual,22.7312255,75.908126,1,easy,,,
osm-11690381791,park,Ganeshpuri Park,Madhya Pradesh,central,nature,22.7306099,75.9070139,1,easy,,,
osm-11690381792,park,Regional Park,Madhya Pradesh,central,nature,22.6770019,75.8561342,1,easy,,,
osm-11690381795,park,Chintaman Bag Ground,Madhya Pradesh,central,nature,22.7260826,75.8617104,1,easy,,,
osm-11690381800,artwork,Devi Ahilya Statue,Madhya Pradesh,central,culture,22.718506,75.8555245,1,easy,,,
osm-11690381801,temple,Banke Bihari Temple,Madhya Pradesh,central,spiritual,22.7180149,75.855234,1,easy,,,
osm-11690381802,gallery,The Holkar Gallery,Madhya Pradesh,central,culture,22.718569,75.8544986,1,easy,,,
osm-11690381809,artwork,Shivaji Vatika,Madhya Pradesh,central,culture,22.710846,75.8828935,1,easy,,,
osm-11690426827,temple,Maruti Temple,Maharashtra,west,spiritual,19.4227561,74.8492004,1,easy,,,
osm-11690437302,restaurant,Maharaja Sweets,Jharkhand,east,food,24.2635373,87.2475173,1,easy,,,regional
osm-11690446170,restaurant,B'treats,Andhra Pradesh,south,food,17.7422461,83.3071621,1,easy,,,
osm-11690446171,temple,Abhaya Anjenaya Swamy Temple,Andhra Pradesh,south,spiritual,17.7430905,83.307917,1,easy,,,
osm-11690446174,street food,Chaat India,Andhra Pradesh,south,food,17.741877,83.307345,1,easy,,,
osm-11690446177,cafe,Juice Cafe,Andhra Pradesh,south,food,17.7410958,83.3076764,1,easy,,,
osm-11690446183,restaurant,New Deepak Punjabi Dhaba,Andhra Pradesh,south,food,17.7357544,83.3045788,1,easy,,,
osm-11690446197,street food,Five Star Chicken,Andhra Pradesh,south,food,17.738282,83.3127704,1,easy,,,chicken
osm-11690446205,restaurant,Real Deepak Punjab Dhaba,Andhra Pradesh,south,food,17.7378816,83.3099326,1,easy,,,
osm-11690449428,restaurant,The Shawarma Co,Andhra Pradesh,south,food,17.7400837,83.2997632,1,easy,,,
osm-11690449430,temple,VenuGopala Swamy Temple,Andhra Pradesh,south,spiritual,17.737289,83.2998553,1,easy,,,
osm-11690449431,temple,Sri Anand Ganapathi Temple,Andhra Pradesh,south,spiritual,17.7367877,83.2998537,1,easy,,,
osm-11690469328,park,shri ram smruti park,Madhya Pradesh,central,nature,25.6767097,76.7168514,1,easy,,,
osm-11690469331,temple,shree radha krishna mandir,Madhya Pradesh,central,spiritual,25.6780561,76.7032947,1,easy,,,
osm-11690469333,gurdwara,gurudwara,Madhya Pradesh,central,spiritual,25.6771155,76.7000592,1,easy,,,
osm-11690469336,temple,ramjanki mandir,Madhya Pradesh,central,spiritual,25.6821631,76.6895085,1,easy,,,
osm-11690469337,park,Dr.green park,Madhya Pradesh,central,nature,25.6879643,76.688993,1,easy,,,
osm-11690469340,temple,hanuman mandir,Madhya Pradesh,central,spiritual,25.6887659,76.6883853,1,easy,,,
osm-11690469345,temple,mandir,Madhya Pradesh,central,spiritual,25.6849348,76.6950487,1,easy,,,
osm-11690469346,park,Dr.Bheem Rao Ambedkar park,Madhya Pradesh,central,nature,25.6805082,76.6871722,1,easy,,,
osm-11690469348,temple,kalbheru mandir,Madhya Pradesh,central,spiritual,25.6729172,76.6877247,1,easy,,,
osm-11690490260,monastery,Buddist Temple,Bihar,east,spiritual,24.6906141,84.990413,1,easy,,,
osm-11690490261,monastery,Kim Quang Minh Vietnamese Temple,Bihar,east,spiritual,24.6887282,84.9924086,1,easy,,,
osm-11690490265,monastery,80 feet Buddha temple,Bihar,east,spiritual,24.690529,84.9823521,1,easy,,,
osm-11690490266,monastery,Bodh Mandir,Bihar,east,spiritual,24.6915821,84.9848042,1,easy,,,
osm-11690490267,monastery,Nyingma vajra kilaya Budhist monastery,Bihar,east,spiritual,24.6897381,84.9816017,1,easy,,,
osm-11690490268,monastery,"Dordan Thakchok Ling Monastery, RIzong Labrang",Bihar,east,spiritual,24.6892818,84.9796039,1,easy,,,
osm-11690493328,park,Gokul ground,Gujarat,west,nature,23.2204022,69.6357778,1,easy,,,
osm-11690497209,park,New Delhi Park,Bihar,east,nature,24.8109016,85.0265531,1,easy,,,
osm-11690503913,zoo,Gaushala,Gujarat,west,wildlife,23.2193195,69.6357923,1,easy,,,
osm-11690512258,temple,Sheetla Mata TEmple,Rajasthan,north,spiritual,26.4793816,76.7199421,1,easy,,,
osm-11690522126,temple,Ganpati Temple,Maharashtra,west,spiritual,18.5422851,73.9233006,1,easy,,,
osm-11690525027,restaurant,Krishna Paradise,Rajasthan,north,food,26.9587845,75.7041211,1,easy,,,
osm-11690526585,temple,Shri Shiv Mandir,Bihar,east,spiritual,24.8119678,85.0254052,1,easy,,,
osm-11690526586,park,Semraj Ram Park,Bihar,east,nature,24.8118558,85.0258647,1,easy,,,
osm-11690526587,temple,Devi Asthan Park,Bihar,east,spiritual,24.811349,85.0255869,1,easy,,,
osm-11690526588,temple,Devi Sthan Budhiya Mata Mandir,Bihar,east,spiritual,24.8111293,85.0254598,1,easy,,,
osm-11690526596,temple,Shri Hanuman Mandir,Bihar,east,spiritual,24.8105835,85.0232577,1,easy,,,
osm-11690526600,park,New Delhi Park,Bihar,east,nature,24.8096445,85.0243162,1,easy,,,
osm-11690526602,shrine,Shri Gouraiya Baba Mandir,Bihar,east,spiritual,24.8087743,85.0225789,1,easy,,,
osm-11690526603,shrine,budhwa Mahadev,Bihar,east,spiritual,24.8082843,85.0231564,1,easy,,,
osm-11690526604,temple,Shri Panchmukhi Hanuman Mandir,Bihar,east,spiritual,24.8080206,85.0231004,1,easy,,,
osm-11690526605,shrine,Prachin Shri Chotka Mahadev Mandir,Bihar,east,spiritual,24.8084795,85.0242589,1,easy,,,
osm-11690526608,temple,Arya samaj mandir Gaya pandit ji,Bihar,east,spiritual,24.8083985,85.0250846,1,easy,,,
osm-11690526609,temple,"Prachin Shiv Mandir, Adda",Bihar,east,spiritual,24.808277,85.025597,1,easy,,,
osm-11690526613,park,Madhusudan(Mishra And Pandey Smrity Park),Bihar,east,nature,24.8102235,85.0256073,1,easy,,,
osm-11690526615,temple,Shri Durga Mata Mandir,Bihar,east,spiritual,24.8121429,85.0272496,1,easy,,,
osm-11690526619,park,Pehani Park,Bihar,east,nature,24.8137457,85.027078,1,easy,,,
osm-11690526621,mosque,Noori Masjid,Bihar,east,spiritual,24.8155665,85.0275254,1,easy,,,
osm-11690526622,temple,Gaurishankar Temple,Bihar,east,spiritual,24.816129,85.0270917,1,easy,,,
osm-11690526623,mosque,Pehani Eidgah,Bihar,east,spiritual,24.8155731,85.025621,1,easy,,,
osm-11690526625,temple,Prachin Shiv  Mandir,Bihar,east,spiritual,24.812868,85.0276694,1,easy,,,
osm-11690526626,temple,Hanuman Mandir,Bihar,east,spiritual,24.8133625,85.0279032,1,easy,,,
osm-11690526629,shrine,Shree Durga Ji  Pan Jati Panch Sanghatan,Bihar,east,spiritual,24.8130848,85.0290115,1,easy,,,
osm-11690526632,temple,Mansa Mai Mandir,Bihar,east,spiritual,24.8083757,85.0269099,1,easy,,,
osm-11690526636,temple,Devi  Sthan Janakpur,Bihar,east,spiritual,24.8065099,85.0243156,1,easy,,,
osm-11690526637,temple,Maa Durgaa Mandir,Bihar,east,spiritual,24.8070775,85.0222029,1,easy,,,
osm-11690526638,mosque,Hussain Masjid,Bihar,east,spiritual,24.8153593,85.0253485,1,easy,,,
osm-11690526640,temple,Parmouti Maa,Bihar,east,spiritual,24.8165067,85.0274022,1,easy,,,
osm-11690526644,temple,Mahadev Mandir,Bihar,east,spiritual,24.8170992,85.0302505,1,easy,,,
osm-11690526649,temple,Shri Bhadrakali Temple,Bihar,east,spiritual,24.8035277,85.0224078,1,easy,,,
osm-11690526650,temple,Brahmsthan Manpur mallah toli,Bihar,east,spiritual,24.8062303,85.0229361,1,easy,,,
osm-11690526669,shrine,Kamlesh Pandit House,Bihar,east,spiritual,24.8123282,85.027424,1,easy,,,
osm-11690531240,temple,HAnuman Ji Temple,Rajasthan,north,spiritual,26.47819,76.7087621,1,easy,,,
osm-11690535270,monastery,Sanghamita Budhist Temple,Bihar,east,spiritual,24.6893342,84.9778327,1,easy,,,
osm-11690535271,monastery,Buddha Nagar,Bihar,east,spiritual,24.6885491,84.9783179,1,easy,,,
osm-11690535273,monastery,Buddhagaya Bana Vihara,Bihar,east,spiritual,24.6857595,84.978607,1,easy,,,
osm-11690535275,temple,Bajrangbali Temple,Bihar,east,spiritual,24.6819673,84.9774649,1,easy,,,
osm-11690535276,monastery,Sakya Monastery,Bihar,east,spiritual,24.6795959,84.9742338,1,easy,,,
osm-11690535281,temple,kaali mandir,Bihar,east,spiritual,24.7032744,84.9949988,1,easy,,,
osm-11690535288,mosque,Panchhati masjid,Bihar,east,spiritual,24.7007271,84.9921336,1,easy,,,
osm-11690535290,monastery,Buddha Metta Dhamma Vihara,Bihar,east,spiritual,24.700435,84.9898781,1,easy,,,
osm-11690535291,monastery,Buddhist Temple,Bihar,east,spiritual,24.7005523,84.98952,1,easy,,,
osm-11690535294,monastery,Huong Tu Bi Temple,Bihar,east,spiritual,24.7010347,84.9877273,1,easy,,,
osm-11690535297,temple,Jagannath Mandir,Bihar,east,spiritual,24.6971012,84.9919483,1,easy,,,
osm-11690536183,church,Church,Andhra Pradesh,south,spiritual,16.5199134,80.6926051,1,easy,,,
osm-11690539798,temple,Shree Veer Balaji Mandir,Rajasthan,north,spiritual,27.6279689,75.1773006,1,easy,,,
osm-11690559332,temple,ChoWk Vale Balaji,Rajasthan,north,spiritual,26.4765286,76.7236108,1,easy,,,
osm-11690573205,park,GAndhi Park,Rajasthan,north,nature,26.4746969,76.729923,1,easy,,,
osm-11690576034,mosque,hashemi masjid,Madhya Pradesh,central,spiritual,25.6638445,76.6971121,1,easy,,,
osm-11690576035,temple,jain digamber,Madhya Pradesh,central,spiritual,25.6601493,76.6968759,1,easy,,,
osm-11690576036,temple,Ram mandir,Madhya Pradesh,central,spiritual,25.6591347,76.6937908,1,easy,,,
osm-11690576037,temple,sati mata mandir,Madhya Pradesh,central,spiritual,25.6582704,76.6947358,1,easy,,,
osm-11690576039,temple,gupteswar mahadev,Madhya Pradesh,central,spiritual,25.6547555,76.7022794,1,easy,,,
osm-11690576041,temple,khatushyam baba,Madhya Pradesh,central,spiritual,25.6880755,76.6962993,1,easy,,,
osm-11690576045,temple,mandir,Madhya Pradesh,central,spiritual,25.6995569,76.6841721,1,easy,,,
osm-11690576047,restaurant,marwaari rasoi,Madhya Pradesh,central,food,25.6976689,76.6852042,1,easy,,,
osm-11690576049,temple,mandir,Madhya Pradesh,central,spiritual,25.684349,76.6868534,1,easy,,,
osm-11690588189,church,Jesus Miracles,Andhra Pradesh,south,spiritual,16.5168331,80.6924423,1,easy,,,
osm-11690593180,mosque,Masjid E Raza,Gujarat,west,spiritual,23.2184102,69.6297228,1,easy,,,
osm-11690593620,restaurant,Khana Khazana,Rajasthan,north,food,26.4759869,76.7283588,1,easy,,,pizza;burger;italian;chinese
osm-11690594450,temple,Shree Swaminarayan Mandir,Gujarat,west,spiritual,23.218272,69.6347641,1,easy,,,
osm-11690598042,restaurant,Sunny paji da dhaba,Gujarat,west,food,23.2144733,69.622557,1,easy,,,indian
osm-11690602055,temple,Ambaji Temple,Gujarat,west,spiritual,23.2192471,69.6339988,1,easy,,,
osm-11690618474,temple,Dakshimukhi Balaji Mandir,Rajasthan,north,spiritual,26.9571636,75.7145964,1,easy,,,
osm-11690626333,temple,Kalyaneshwar Mahadev Mandir,Rajasthan,north,spiritual,26.9582162,75.7077946,1,easy,,,
osm-11690640537,temple,Sri Shirdi Sai Baba Mandir,Andhra Pradesh,south,spiritual,16.5217031,80.6889905,1,easy,,,
osm-11690643053,restaurant,paradise biryani,Andhra Pradesh,south,food,18.3894036,83.880834,1,easy,,,
osm-11690645016,park,Hansi Gate,Haryana,north,nature,28.8007596,76.1349988,1,easy,,,
osm-11690646933,shrine,Bhuteshwar Mahadev Mandir,Madhya Pradesh,central,spiritual,21.8689733,75.9624179,1,easy,,,
osm-11690646934,restaurant,Ram Bharose  Hotel,Madhya Pradesh,central,food,21.8665157,75.9636015,1,easy,,,
osm-11690646935,cafe,Foodie friends cafe,Madhya Pradesh,central,food,21.8691271,75.9601984,1,easy,,,
osm-11690646938,restaurant,G.V.P.R  Restaurant,Madhya Pradesh,central,food,21.8681304,75.9586975,1,easy,,,
osm-11690647713,park,Agrasen Chowk,Haryana,north,nature,28.7962385,76.1461856,1,easy,,,
osm-11690650919,restaurant,Moonlight Dhaba,Andhra Pradesh,south,food,17.7248242,82.9961301,1,easy,,,
osm-11690651114,temple,Yax Mandir,Gujarat,west,spiritual,23.2171925,69.6303584,1,easy,,,
osm-11690661269,temple,Govind Dev Ji Mandir Govindpura,Rajasthan,north,spiritual,26.9595281,75.7087059,1,easy,,,
osm-11690662133,temple,Hanuman Mandir,Maharashtra,west,spiritual,20.9324222,77.7951186,1,easy,,,
osm-11690662821,restaurant,Ganna Juice,Gujarat,west,food,23.2173003,69.6260679,1,easy,,,
osm-11690663686,street food,KFC,Andhra Pradesh,south,food,18.387951,83.8808725,1,easy,,,chicken
osm-11690671269,church,Community Baptist Churuch,Maharashtra,west,spiritual,20.9387544,77.7805362,1,easy,,,
osm-11690671276,cafe,Nescafe Cafe,Maharashtra,west,food,20.9366325,77.7711342,1,easy,,,
osm-11690671281,cafe,Cafe Coffee Day,Maharashtra,west,food,20.9373269,77.7732272,1,easy,,,
osm-11690680545,cafe,Maraj tea house,Gujarat,west,food,23.2198811,69.6295455,1,easy,,,
osm-11690681161,temple,Shitala Devi Deul,Maharashtra,west,spiritual,18.5427022,73.9247817,1,easy,,,
osm-11690685908,restaurant,Hotel HSB Grand,Haryana,north,food,28.8072566,76.1312878,1,easy,,,
osm-11690687005,restaurant,Hotel Shiv shakti,Gujarat,west,food,23.2190222,69.6279067,1,easy,,,
osm-11690724475,restaurant,Galaxy Bar and Restaurant,Maharashtra,west,food,20.9413719,77.7763174,1,easy,,,
osm-11690727187,restaurant,Shree Hari dabeli,Gujarat,west,food,23.219008,69.6343729,1,easy,,,
osm-11690736168,temple,Shriji Temple,Rajasthan,north,spiritual,26.4752983,76.7204835,1,easy,,,
osm-11690750868,temple,MAhidas Balaji Mandir,Rajasthan,north,spiritual,26.4808574,76.7258166,1,easy,,,
osm-11690768537,shrine,Kankheshwaar Mahadev Mandir,Madhya Pradesh,central,spiritual,21.8825539,75.9455888,1,easy,,,
osm-11690768548,shrine,Vaishnodevi Mata mandir,Madhya Pradesh,central,spiritual,21.8658534,75.9747017,1,easy,,,
osm-11690768553,shrine,Hanumann Mandir,Madhya Pradesh,central,spiritual,21.8562408,75.9632965,1,easy,,,
osm-11690768554,shrine,Namardeshwarr Mandir,Madhya Pradesh,central,spiritual,21.8545212,75.9617627,1,easy,,,
osm-11690768566,restaurant,Jayesh Restauran,Madhya Pradesh,central,food,21.8581155,75.9345785,1,easy,,,
osm-11690781873,shrine,Ram Mandir,Madhya Pradesh,central,spiritual,21.8526043,75.9109936,1,easy,,,
osm-11690781874,shrine,Peerbaba Mandir,Madhya Pradesh,central,spiritual,21.8365769,75.886543,1,easy,,,
osm-11690781875,shrine,Shree Ram Mandir,Madhya Pradesh,central,spiritual,21.8346878,75.8875757,1,easy,,,
osm-11690785297,temple,Sri chintaalamma thalli temple,Andhra Pradesh,south,spiritual,17.7326756,83.0126901,1,easy,,,
osm-11690789040,temple,Nageshwar Madadev Ganesh Temple,Rajasthan,north,spiritual,27.6281407,75.1790725,1,easy,,,
osm-11690796494,park,Solitaire Park,Madhya Pradesh,central,nature,22.760518,75.9373214,1,easy,,,
osm-11690796495,temple,Sri Durgamma Talli Temple,Andhra Pradesh,south,spiritual,17.7310072,83.0114757,1,easy,,,
osm-11690806572,gurdwara,Gurudwara Guru Nanak Bunga Sahib,Madhya Pradesh,central,spiritual,22.7702446,75.9342285,1,easy,,,
osm-11690809127,temple,ISKCON Radha Govind Temple,Madhya Pradesh,central,spiritual,22.7564359,75.9314272,1,easy,,,
osm-11690848508,church,Marturu Church,Andhra Pradesh,south,spiritual,17.733133,83.0172124,1,easy,,,
osm-11690851478,temple,Ram Temple,Andhra Pradesh,south,spiritual,17.7327762,83.0154571,1,easy,,,
osm-11690856760,cafe,ONE BITE,Rajasthan,north,food,25.7727027,73.3367216,1,easy,,,coffee_shop
osm-11690885406,park,National Park,Rajasthan,north,nature,25.7736727,73.3348411,1,easy,,,
osm-11690885882,temple,Nookambika Temple,Andhra Pradesh,south,spiritual,17.7315249,83.016993,1,easy,,,
osm-11690889245,temple,Polipalli Thalli Ammavari Temple,Andhra Pradesh,south,spiritual,17.7179807,82.9954817,1,easy,,,
osm-11690889246,temple,72 feet hanumanji,Rajasthan,north,spiritual,25.7894657,73.3690745,1,easy,,,
osm-11690893747,shrine,Gram Mangya Falya Mata,Madhya Pradesh,central,spiritual,21.8490477,75.9564784,1,easy,,,
osm-11690915020,shrine,Dadaji Temple Temla,Madhya Pradesh,central,spiritual,21.8601307,75.9873186,1,easy,,,
osm-11690920445,shrine,Shree Sant Singha Ji Mandir,Madhya Pradesh,central,spiritual,21.8972748,75.9604157,1,easy,,,
osm-11690921909,temple,SHIV TEMPLE,Rajasthan,north,spiritual,25.7728886,73.3369021,1,easy,,,
osm-11690922403,restaurant,Pizza Choice,Haryana,north,food,28.8013964,76.1364638,1,easy,,,pizza
osm-11690940862,restaurant,HSB Family restaurant,Haryana,north,food,28.8017325,76.1423753,1,easy,,,
osm-11690952857,restaurant,Big Bistro,Haryana,north,food,28.8110385,76.1441498,1,easy,,,
osm-11690956257,mosque,Maszid,Madhya Pradesh,central,spiritual,21.8659863,75.974382,1,easy,,,
osm-11690965438,attraction,Andhra Pradesh Forest Department tourist place,Andhra Pradesh,south,heritage,13.7521798,79.4669017,1,easy,,,
osm-11690983135,shrine,Nageshwar Dham Bhikangaon,Madhya Pradesh,central,spiritual,21.8730731,75.9722217,1,easy,,,
osm-11691016046,shrine,Narsingh Mandir,Madhya Pradesh,central,spiritual,21.8659336,75.9620901,1,easy,,,
osm-11691025323,temple,Paramhans Mandir,Haryana,north,spiritual,28.860087,76.1343415,1,easy,,,
osm-11691028821,temple,Tigrana Wale Baba Mandir,Haryana,north,spiritual,28.8593279,76.1324362,1,easy,,,
osm-11691036057,restaurant,ChaiHollic,Haryana,north,food,28.8043941,76.1343888,1,easy,,,
osm-11691036058,cafe,Chai Suta Bar,Haryana,north,food,28.8043913,76.1343089,1,easy,,,
osm-11691040915,temple,Purana Paramhans Mandir Tigrana Dham,Haryana,north,spiritual,28.8586522,76.1393703,1,easy,,,
