user_id,persona,home_state,home_region,home_lat,home_lng,age_band,party,budget,activity,signed_up
u0003979,family-holiday,Maharashtra,west,19.9975,73.7898,55+,couple,shoestring,2,2025-04-15
u0003980,weekend-escaper,Rajasthan,north,26.9157,70.9083,35-44,couple,moderate,2,2025-01-08
u0003981,beach-and-slow,Puducherry,north,11.9416,79.8083,18-24,solo,premium,31,2024-06-24
u0003982,heritage-seeker,Uttarakhand,north,29.53,78.7747,45-54,family,shoestring,1,2024-07-14
u0003983,heritage-seeker,Tamil Nadu,south,11.3494,76.7956,55+,solo,shoestring,3,2024-12-04
u0003984,family-holiday,Gujarat,west,23.0225,72.5714,18-24,couple,moderate,1,2025-05-13
u0003985,heritage-seeker,Rajasthan,north,28.0229,73.3119,18-24,family,premium,3,2024-06-14
u0003986,mountain-walker,Gujarat,west,23.0225,72.5714,55+,family,comfortable,2,2025-02-07
u0003987,heritage-seeker,Nagaland,northeast,25.6751,94.11,45-54,couple,shoestring,1,2024-03-05
u0003988,family-holiday,Jammu & Kashmir,north,32.7266,74.857,45-54,couple,moderate,1,2024-05-12
u0003989,heritage-seeker,Gujarat,west,22.2394,68.9678,55+,solo,moderate,1,2025-09-24
u0003990,beach-and-slow,Jammu & Kashmir,north,32.7266,74.857,35-44,solo,moderate,2,2025-03-20
u0003991,food-first,Bihar,east,24.6961,84.9911,18-24,solo,comfortable,1,2025-09-28
u0003992,mountain-walker,Madhya Pradesh,central,23.1765,75.7885,25-34,solo,moderate,1,2024-02-04
u0003993,heritage-seeker,Andhra Pradesh,south,16.5062,80.648,35-44,couple,premium,3,2025-04-25
u0003994,mountain-walker,Sikkim,northeast,27.3,88.24,55+,couple,comfortable,1,2025-05-22
u0003995,pilgrim,Karnataka,south,13.3409,74.7421,55+,family,premium,2,2024-05-02
u0003996,mountain-walker,Madhya Pradesh,central,23.1765,75.7885,35-44,solo,moderate,1,2024-02-03
u0003997,beach-and-slow,Maharashtra,west,18.7546,73.4062,35-44,solo,moderate,1,2025-03-29
u0003998,beach-and-slow,West Bengal,east,27.041,88.2663,35-44,friends,shoestring,1,2025-03-31
u0003999,beach-and-slow,Kerala,south,9.9312,76.2673,35-44,couple,comfortable,1,2025-03-13
u0004000,heritage-seeker,Maharashtra,west,17.9307,73.6477,55+,couple,premium,1,2024-10-20
u0004001,weekend-escaper,Gujarat,west,22.3072,73.1812,45-54,solo,premium,1,2025-04-25
u0004002,weekend-escaper,Maharashtra,west,19.9975,73.7898,35-44,family,comfortable,1,2024-02-26
u0004003,pilgrim,Kerala,south,8.5241,76.9366,45-54,solo,shoestring,2,2025-04-06
u0004004,heritage-seeker,Meghalaya,northeast,25.27,91.732,45-54,couple,shoestring,1,2025-04-26
u0004005,weekend-escaper,Tamil Nadu,south,8.0883,77.5385,35-44,couple,comfortable,1,2024-01-06
u0004006,food-first,Tamil Nadu,south,11.3494,76.7956,18-24,family,comfortable,21,2024-06-27
u0004007,family-holiday,Kerala,south,9.4981,76.3388,45-54,family,premium,1,2024-07-20
u0004008,weekend-escaper,Bihar,east,25.5941,85.1376,25-34,solo,premium,10,2024-11-11
u0004009,beach-and-slow,Karnataka,south,13.3409,74.7421,18-24,solo,premium,1,2024-04-28
u0004010,heritage-seeker,Kerala,south,9.9312,76.2673,45-54,family,moderate,3,2025-02-10
u0004011,weekend-escaper,Chandigarh,north,30.7333,76.7794,25-34,family,shoestring,1,2025-06-10
u0004012,weekend-escaper,Maharashtra,west,21.1458,79.0882,45-54,solo,moderate,1,2024-12-02
u0004013,food-first,Ladakh,north,34.1526,77.5771,18-24,family,comfortable,11,2024-03-28
u0004014,weekend-escaper,Karnataka,south,12.2958,76.6394,18-24,couple,comfortable,1,2024-12-19
u0004015,heritage-seeker,Madhya Pradesh,central,22.7196,75.8577,55+,solo,moderate,2,2024-06-11
u0004016,pilgrim,Karnataka,south,15.918,75.685,35-44,solo,shoestring,8,2024-05-23
u0004017,weekend-escaper,Tamil Nadu,south,11.4102,76.695,55+,family,comfortable,7,2024-08-29
u0004018,beach-and-slow,Bihar,east,25.5941,85.1376,18-24,family,moderate,1,2024-01-03
u0004019,weekend-escaper,Jharkhand,east,23.3441,85.3096,18-24,solo,comfortable,1,2025-03-02
u0004020,mountain-walker,Jammu & Kashmir,north,32.7266,74.857,18-24,solo,shoestring,1,2024-02-21
u0004021,family-holiday,Kerala,south,11.2588,75.7804,55+,family,comfortable,1,2024-08-25
u0004022,mountain-walker,Odisha,east,19.8135,85.8312,55+,family,premium,1,2024-07-24
u0004023,heritage-seeker,Rajasthan,north,26.2389,73.0243,35-44,family,moderate,44,2024-04-24
u0004024,family-holiday,Uttar Pradesh,central,27.5806,77.7006,55+,solo,shoestring,4,2025-06-04
u0004025,mountain-walker,Gujarat,west,22.2394,68.9678,18-24,couple,comfortable,3,2024-03-26
u0004026,heritage-seeker,Meghalaya,northeast,25.5788,91.8933,18-24,couple,moderate,1,2024-02-07
u0004027,weekend-escaper,Jammu & Kashmir,north,32.7266,74.857,55+,friends,moderate,1,2024-01-01
u0004028,heritage-seeker,Maharashtra,west,17.9307,73.6477,55+,friends,moderate,1,2025-06-26
u0004029,heritage-seeker,Rajasthan,north,28.0229,73.3119,55+,couple,comfortable,1,2024-10-28
u0004030,mountain-walker,Chhattisgarh,central,21.2514,81.6296,25-34,solo,premium,1,2024-09-15
u0004031,food-first,Rajasthan,north,24.5854,73.7125,55+,couple,moderate,2,2024-08-08
u0004032,weekend-escaper,Jammu & Kashmir,north,32.7266,74.857,25-34,family,moderate,2,2024-08-01
u0004033,heritage-seeker,Assam,northeast,26.5775,93.1711,18-24,family,moderate,2,2024-05-25
u0004034,heritage-seeker,Maharashtra,west,17.9307,73.6477,35-44,couple,comfortable,1,2025-05-06
u0004035,family-holiday,Kerala,south,10.0889,77.0595,55+,friends,moderate,3,2025-01-28
u0004036,heritage-seeker,Bihar,east,24.6961,84.9911,25-34,family,moderate,2,2024-02-24
u0004037,family-holiday,Rajasthan,north,26.9157,70.9083,35-44,friends,moderate,4,2025-04-17
u0004038,weekend-escaper,Uttar Pradesh,central,26.8467,80.9462,55+,couple,comfortable,1,2025-02-22
u0004039,heritage-seeker,Assam,northeast,26.95,94.17,55+,family,shoestring,1,2025-08-02
u0004040,weekend-escaper,Maharashtra,west,18.5204,73.8567,45-54,solo,comfortable,3,2024-07-06
u0004041,family-holiday,Karnataka,south,12.9716,77.5946,45-54,couple,moderate,2,2025-09-10
u0004042,beach-and-slow,Sikkim,northeast,27.3314,88.6138,45-54,solo,moderate,2,2025-09-25
u0004043,pilgrim,Assam,northeast,26.5775,93.1711,35-44,couple,moderate,1,2025-04-21
u0004044,beach-and-slow,Jammu & Kashmir,north,34.0837,74.7973,18-24,family,moderate,2,2025-06-24
u0004045,heritage-seeker,Arunachal Pradesh,northeast,27.586,91.859,35-44,solo,comfortable,1,2024-03-16
u0004046,family-holiday,Jharkhand,east,23.3441,85.3096,35-44,couple,shoestring,3,2025-05-08
u0004047,food-first,Punjab,north,31.634,74.8723,35-44,friends,shoestring,1,2024-11-16
u0004048,family-holiday,Tamil Nadu,south,10.2381,77.4892,25-34,friends,moderate,1,2024-03-11
u0004049,pilgrim,Himachal Pradesh,north,32.01,77.3152,45-54,couple,moderate,2,2024-08-23
u0004050,heritage-seeker,Tamil Nadu,south,10.7905,78.7047,45-54,family,moderate,1,2025-03-29
u0004051,pilgrim,Kerala,south,9.5916,77.1603,55+,solo,shoestring,1,2025-09-03
u0004052,pilgrim,Goa,west,15.4909,73.8278,55+,friends,moderate,8,2025-08-10
u0004053,mountain-walker,Tamil Nadu,south,8.0883,77.5385,25-34,solo,shoestring,1,2024-01-17
u0004054,weekend-escaper,Kerala,south,11.6854,76.132,25-34,couple,comfortable,17,2025-04-28
u0004055,weekend-escaper,Madhya Pradesh,central,22.7196,75.8577,25-34,solo,moderate,1,2024-04-05
u0004056,beach-and-slow,Meghalaya,northeast,25.27,91.732,35-44,friends,comfortable,2,2024-06-01
u0004057,weekend-escaper,Punjab,north,31.634,74.8723,35-44,solo,comfortable,5,2025-04-24
u0004058,pilgrim,Kerala,south,10.0889,77.0595,18-24,solo,moderate,5,2024-05-28
u0004059,weekend-escaper,Tamil Nadu,south,10.2381,77.4892,25-34,family,shoestring,1,2024-05-04
u0004060,pilgrim,Kerala,south,9.9312,76.2673,55+,friends,comfortable,1,2025-02-27
u0004061,family-holiday,Sikkim,northeast,27.3,88.24,25-34,family,comfortable,1,2025-01-25
u0004062,weekend-escaper,Andaman & Nicobar,north,11.6234,92.7265,55+,family,premium,1,2025-09-27
u0004063,family-holiday,Manipur,northeast,24.817,93.9368,45-54,solo,premium,1,2024-10-21
u0004064,heritage-seeker,Kerala,south,8.7379,76.7163,55+,solo,moderate,2,2025-01-05
u0004065,weekend-escaper,Uttarakhand,north,27.4924,77.6737,45-54,friends,comfortable,1,2025-10-01
u0004066,food-first,Uttarakhand,north,30.529,79.5666,55+,family,shoestring,1,2024-02-19
u0004067,family-holiday,Uttarakhand,north,27.4924,77.6737,55+,solo,shoestring,5,2024-12-31
u0004068,pilgrim,Rajasthan,north,24.5926,72.7156,18-24,couple,shoestring,3,2025-07-07
u0004069,mountain-walker,Tamil Nadu,south,10.787,79.1378,55+,couple,comfortable,1,2025-03-24
u0004070,heritage-seeker,Tamil Nadu,south,12.6269,80.1927,18-24,family,moderate,1,2025-08-24
u0004071,family-holiday,Uttar Pradesh,central,26.8467,80.9462,25-34,family,premium,1,2024-07-12
u0004072,heritage-seeker,Karnataka,south,15.918,75.685,18-24,solo,premium,12,2025-06-03
u0004073,weekend-escaper,Karnataka,south,15.918,75.685,45-54,solo,moderate,1,2024-01-19
u0004074,heritage-seeker,Maharashtra,west,17.9307,73.6477,45-54,family,moderate,3,2024-08-28
u0004075,weekend-escaper,Karnataka,south,15.2689,76.3909,35-44,solo,comfortable,1,2025-05-27
u0004076,weekend-escaper,Uttar Pradesh,central,27.5806,77.7006,45-54,solo,moderate,1,2025-01-28
u0004077,beach-and-slow,Tamil Nadu,south,12.6269,80.1927,35-44,family,comfortable,1,2024-03-06
u0004078,mountain-walker,Madhya Pradesh,central,24.8318,79.9199,55+,couple,moderate,1,2025-03-29
u0004079,mountain-walker,Andhra Pradesh,south,17.6868,83.2185,55+,family,premium,1,2024-04-30
u0004080,beach-and-slow,Karnataka,south,13.3161,75.772,55+,friends,shoestring,1,2025-03-17
u0004081,heritage-seeker,Rajasthan,north,26.9157,70.9083,35-44,solo,moderate,1,2025-02-09
u0004082,heritage-seeker,Gujarat,west,23.0225,72.5714,18-24,family,moderate,1,2025-02-17
u0004083,weekend-escaper,Mizoram,northeast,23.7271,92.7176,55+,family,comfortable,1,2024-03-04
u0004084,weekend-escaper,Madhya Pradesh,central,24.8318,79.9199,55+,solo,shoestring,2,2024-05-20
u0004085,beach-and-slow,Uttar Pradesh,central,25.4358,81.8463,25-34,family,comfortable,2,2024-05-18
u0004086,pilgrim,Rajasthan,north,26.4899,74.5511,18-24,couple,premium,2,2025-01-14
u0004087,food-first,Jammu & Kashmir,north,34.0837,74.7973,55+,couple,shoestring,4,2025-05-12
u0004088,heritage-seeker,Puducherry,north,11.9416,79.8083,55+,solo,shoestring,1,2025-06-02
u0004089,pilgrim,Gujarat,west,21.1702,72.8311,18-24,solo,comfortable,1,2025-07-11
u0004090,heritage-seeker,Kerala,south,8.4004,76.9784,35-44,family,moderate,1,2025-06-20
u0004091,weekend-escaper,Odisha,east,19.8135,85.8312,35-44,family,premium,2,2024-04-02
u0004092,family-holiday,Uttar Pradesh,central,25.4358,81.8463,18-24,family,moderate,2,2024-10-19
u0004093,family-holiday,Rajasthan,north,24.5854,73.7125,25-34,family,moderate,2,2025-09-09
u0004094,food-first,Tamil Nadu,south,12.6269,80.1927,35-44,friends,comfortable,1,2025-03-28
u0004095,family-holiday,Kerala,south,8.4004,76.9784,35-44,couple,shoestring,2,2024-02-23
u0004096,beach-and-slow,Jammu & Kashmir,north,34.0837,74.7973,45-54,couple,shoestring,1,2024-09-12
u0004097,beach-and-slow,Rajasthan,north,28.0229,73.3119,25-34,couple,comfortable,2,2024-05-25
u0004098,pilgrim,Maharashtra,west,18.6414,72.8722,25-34,family,comfortable,1,2024-10-08
u0004099,heritage-seeker,Bihar,east,25.5941,85.1376,25-34,solo,shoestring,4,2024-02-12
u0004100,mountain-walker,Meghalaya,northeast,25.27,91.732,45-54,family,moderate,1,2024-02-26
u0004101,pilgrim,Madhya Pradesh,central,22.7196,75.8577,25-34,solo,shoestring,1,2025-03-20
u0004102,pilgrim,Gujarat,west,21.1702,72.8311,55+,family,premium,1,2024-08-01
u0004103,pilgrim,Kerala,south,9.5916,77.1603,45-54,solo,comfortable,2,2025-02-15
u0004104,pilgrim,Tamil Nadu,south,12.6269,80.1927,55+,friends,premium,5,2024-04-08
u0004105,family-holiday,Meghalaya,northeast,25.27,91.732,18-24,family,comfortable,2,2024-02-03
u0004106,pilgrim,Uttarakhand,north,29.3803,79.4636,25-34,family,comfortable,16,2024-08-03
u0004107,heritage-seeker,West Bengal,east,27.06,88.47,25-34,couple,shoestring,1,2025-05-09
u0004108,heritage-seeker,Ladakh,north,34.1526,77.5771,35-44,friends,moderate,1,2024-03-23
u0004109,family-holiday,Himachal Pradesh,north,32.5387,75.9707,25-34,family,comfortable,1,2024-01-18
u0004110,weekend-escaper,Uttarakhand,north,30.3165,78.0322,55+,couple,premium,1,2024-06-13
u0004111,beach-and-slow,Uttarakhand,north,29.3803,79.4636,35-44,couple,shoestring,3,2024-03-02
u0004112,pilgrim,Puducherry,north,11.9416,79.8083,35-44,solo,moderate,6,2024-07-02
u0004113,food-first,Himachal Pradesh,north,32.2432,77.1892,55+,family,moderate,1,2025-03-05
u0004114,family-holiday,Karnataka,south,12.2958,76.6394,55+,family,shoestring,2,2025-07-24
u0004115,beach-and-slow,Odisha,east,20.2961,85.8245,35-44,family,comfortable,3,2024-07-05
u0004116,weekend-escaper,Kerala,south,9.5916,77.1603,35-44,couple,moderate,2,2025-09-12
u0004117,beach-and-slow,Kerala,south,8.5241,76.9366,45-54,family,moderate,1,2025-05-03
u0004118,pilgrim,Gujarat,west,21.1702,72.8311,55+,family,comfortable,1,2024-02-15
u0004119,weekend-escaper,Rajasthan,north,28.0229,73.3119,35-44,friends,moderate,1,2024-08-30
u0004120,heritage-seeker,Arunachal Pradesh,northeast,27.586,91.859,18-24,family,moderate,2,2024-08-06
u0004121,heritage-seeker,Gujarat,west,21.1702,72.8311,18-24,friends,premium,2,2024-09-01
u0004122,weekend-escaper,Arunachal Pradesh,northeast,27.586,91.859,35-44,solo,shoestring,1,2025-02-03
u0004123,heritage-seeker,Bihar,east,24.6961,84.9911,18-24,solo,comfortable,1,2024-02-11
u0004124,pilgrim,Tamil Nadu,south,12.6269,80.1927,18-24,solo,moderate,2,2024-12-04
u0004125,pilgrim,Maharashtra,west,21.1458,79.0882,35-44,solo,comfortable,1,2025-08-03
u0004126,weekend-escaper,Gujarat,west,21.1702,72.8311,25-34,family,comfortable,1,2024-07-13
u0004127,heritage-seeker,Karnataka,south,12.2958,76.6394,18-24,family,moderate,4,2024-04-08
u0004128,weekend-escaper,Maharashtra,west,19.076,72.8777,45-54,family,shoestring,19,2024-08-11
u0004129,beach-and-slow,Odisha,east,19.8135,85.8312,25-34,solo,moderate,1,2025-07-01
u0004130,mountain-walker,Tamil Nadu,south,10.2381,77.4892,35-44,solo,premium,1,2025-03-10
u0004131,family-holiday,Andhra Pradesh,south,16.5062,80.648,45-54,couple,moderate,2,2025-03-01
u0004132,pilgrim,Gujarat,west,22.2394,68.9678,55+,couple,moderate,1,2024-01-05
u0004133,heritage-seeker,Himachal Pradesh,north,32.2432,77.1892,25-34,couple,moderate,1,2024-02-21
u0004134,weekend-escaper,Rajasthan,north,28.0229,73.3119,35-44,couple,moderate,1,2024-10-10
u0004135,heritage-seeker,Karnataka,south,12.9716,77.5946,35-44,couple,comfortable,1,2024-12-08
u0004136,weekend-escaper,Tamil Nadu,south,9.9252,78.1198,25-34,family,moderate,1,2024-03-06
u0004137,pilgrim,West Bengal,east,21.627,87.509,55+,couple,moderate,1,2025-04-06
u0004138,food-first,Madhya Pradesh,central,25.3518,78.6417,18-24,friends,moderate,1,2024-03-21
u0004139,pilgrim,Maharashtra,west,18.5204,73.8567,25-34,couple,moderate,7,2024-06-12
u0004140,mountain-walker,West Bengal,east,22.5726,88.3639,25-34,family,shoestring,1,2024-04-05
u0004141,heritage-seeker,Tamil Nadu,south,12.6269,80.1927,45-54,couple,shoestring,1,2024-01-19
u0004142,weekend-escaper,Andhra Pradesh,south,16.5062,80.648,25-34,friends,moderate,2,2024-01-15
u0004143,pilgrim,Himachal Pradesh,north,32.219,76.3234,55+,couple,moderate,1,2025-05-12
u0004144,heritage-seeker,Jammu & Kashmir,north,32.7266,74.857,45-54,solo,moderate,7,2024-06-25
u0004145,weekend-escaper,West Bengal,east,27.06,88.47,55+,solo,moderate,1,2025-01-01
u0004146,food-first,Arunachal Pradesh,northeast,27.586,91.859,35-44,solo,comfortable,1,2024-05-11
u0004147,food-first,Tamil Nadu,south,10.7905,78.7047,18-24,solo,shoestring,1,2025-03-24
u0004148,weekend-escaper,Madhya Pradesh,central,23.1765,75.7885,25-34,solo,shoestring,1,2024-12-23
u0004149,family-holiday,Kerala,south,11.6854,76.132,45-54,solo,premium,1,2024-09-17
u0004150,mountain-walker,Kerala,south,8.4004,76.9784,35-44,couple,comfortable,1,2025-02-11
u0004151,heritage-seeker,Kerala,south,11.2588,75.7804,25-34,friends,comfortable,2,2024-10-19
u0004152,family-holiday,Madhya Pradesh,central,23.2599,77.4126,55+,family,comfortable,1,2024-11-15
u0004153,heritage-seeker,Uttar Pradesh,central,27.5806,77.7006,45-54,couple,shoestring,1,2025-04-28
u0004154,food-first,Maharashtra,west,19.076,72.8777,45-54,solo,premium,5,2025-09-04
u0004155,mountain-walker,Gujarat,west,22.3072,73.1812,55+,solo,moderate,1,2025-02-11
u0004156,beach-and-slow,Maharashtra,west,18.7546,73.4062,55+,solo,premium,1,2024-05-07
u0004157,family-holiday,Madhya Pradesh,central,26.2183,78.1828,35-44,solo,moderate,1,2024-07-10
u0004158,weekend-escaper,Chandigarh,north,30.7333,76.7794,25-34,friends,moderate,1,2024-05-17
u0004159,heritage-seeker,Gujarat,west,22.3072,73.1812,55+,family,moderate,1,2024-02-07
u0004160,mountain-walker,Kerala,south,8.7379,76.7163,35-44,friends,comfortable,3,2024-08-25
u0004161,weekend-escaper,Maharashtra,west,18.7546,73.4062,18-24,solo,comfortable,1,2024-03-12
u0004162,food-first,Meghalaya,northeast,25.5788,91.8933,25-34,couple,comfortable,1,2025-05-10
u0004163,mountain-walker,Rajasthan,north,24.8887,74.6269,18-24,family,moderate,1,2025-02-11
u0004164,pilgrim,Tamil Nadu,south,9.9252,78.1198,35-44,couple,moderate,1,2025-09-16
u0004165,weekend-escaper,Kerala,south,8.5241,76.9366,25-34,friends,comfortable,1,2024-06-18
u0004166,food-first,Uttarakhand,north,29.53,78.7747,18-24,solo,premium,2,2024-11-29
u0004167,mountain-walker,Karnataka,south,13.3161,75.772,55+,couple,shoestring,1,2025-04-06
u0004168,family-holiday,Uttarakhand,north,29.3803,79.4636,25-34,family,premium,5,2024-11-28
u0004169,mountain-walker,Madhya Pradesh,central,22.7196,75.8577,18-24,solo,comfortable,3,2024-12-01
u0004170,pilgrim,West Bengal,east,21.627,87.509,55+,solo,moderate,8,2024-08-15
u0004171,mountain-walker,Manipur,northeast,24.817,93.9368,55+,friends,shoestring,2,2025-05-08
u0004172,food-first,Kerala,south,8.4004,76.9784,18-24,family,shoestring,7,2025-04-17
u0004173,food-first,Madhya Pradesh,central,23.1765,75.7885,25-34,family,comfortable,5,2025-07-26
u0004174,weekend-escaper,Jammu & Kashmir,north,32.7266,74.857,35-44,family,premium,1,2025-08-27
u0004175,heritage-seeker,Mizoram,northeast,23.7271,92.7176,25-34,family,premium,1,2025-05-30
u0004176,weekend-escaper,Kerala,south,8.4004,76.9784,45-54,family,moderate,2,2024-10-10
u0004177,family-holiday,Manipur,northeast,24.817,93.9368,45-54,solo,moderate,1,2025-05-17
u0004178,beach-and-slow,Tamil Nadu,south,11.4102,76.695,55+,solo,shoestring,2,2025-07-07
u0004179,beach-and-slow,Rajasthan,north,26.9157,70.9083,45-54,couple,premium,1,2025-06-27
u0004180,family-holiday,Uttar Pradesh,central,27.1767,78.0081,55+,solo,comfortable,1,2024-09-07
u0004181,heritage-seeker,Bihar,east,24.6961,84.9911,18-24,friends,comfortable,1,2025-05-09
u0004182,mountain-walker,Rajasthan,north,26.4499,74.6399,25-34,solo,shoestring,1,2024-09-26
u0004183,family-holiday,Tamil Nadu,south,10.2381,77.4892,18-24,friends,premium,8,2025-05-10
u0004184,heritage-seeker,Maharashtra,west,19.7645,74.4762,55+,couple,shoestring,1,2024-06-28
u0004185,heritage-seeker,Ladakh,north,34.1526,77.5771,18-24,family,comfortable,1,2024-07-15
u0004186,mountain-walker,Sikkim,northeast,27.3,88.24,45-54,solo,moderate,3,2025-01-01
u0004187,family-holiday,Tamil Nadu,south,11.3494,76.7956,55+,family,comfortable,1,2024-01-31
u0004188,heritage-seeker,Maharashtra,west,18.5204,73.8567,18-24,solo,shoestring,1,2024-09-01
u0004189,pilgrim,Bihar,east,25.5941,85.1376,18-24,family,shoestring,3,2024-07-26
u0004190,mountain-walker,Uttarakhand,north,30.529,79.5666,45-54,couple,moderate,1,2025-06-02
u0004191,weekend-escaper,Bihar,east,25.1367,85.4438,25-34,solo,shoestring,1,2025-03-22
u0004192,weekend-escaper,Karnataka,south,12.9716,77.5946,35-44,solo,shoestring,1,2024-08-21
u0004193,food-first,Punjab,north,31.634,74.8723,35-44,solo,comfortable,1,2025-01-22
u0004194,heritage-seeker,West Bengal,east,21.627,87.509,55+,solo,comfortable,1,2024-03-14
u0004195,heritage-seeker,Uttar Pradesh,central,27.5806,77.7006,18-24,family,comfortable,1,2024-09-12
u0004196,food-first,Maharashtra,west,19.9975,73.7898,18-24,friends,shoestring,1,2024-06-22
u0004197,weekend-escaper,Karnataka,south,12.9716,77.5946,25-34,family,moderate,1,2024-01-08
u0004198,heritage-seeker,Telangana,south,17.385,78.4867,55+,solo,shoestring,1,2025-04-16
u0004199,family-holiday,Madhya Pradesh,central,26.2183,78.1828,18-24,solo,moderate,2,2025-08-04
u0004200,weekend-escaper,Rajasthan,north,24.5854,73.7125,25-34,family,premium,2,2025-03-31
u0004201,family-holiday,Tamil Nadu,south,10.7905,78.7047,25-34,couple,moderate,1,2025-03-15
u0004202,family-holiday,Uttar Pradesh,central,26.4499,80.3319,35-44,solo,premium,1,2025-06-05
u0004203,family-holiday,Assam,northeast,26.5775,93.1711,25-34,friends,shoestring,1,2024-09-15
u0004204,mountain-walker,Gujarat,west,23.0225,72.5714,55+,solo,moderate,6,2025-03-29
u0004205,food-first,Odisha,east,20.2961,85.8245,18-24,family,premium,1,2025-01-18
u0004206,pilgrim,Maharashtra,west,19.076,72.8777,35-44,friends,moderate,2,2025-02-16
u0004207,pilgrim,Goa,west,15.4909,73.8278,35-44,couple,moderate,1,2024-07-04
u0004208,pilgrim,Madhya Pradesh,central,24.8318,79.9199,35-44,friends,moderate,1,2024-05-28
u0004209,heritage-seeker,Gujarat,west,20.888,70.401,55+,family,moderate,4,2025-05-17
u0004210,food-first,Assam,northeast,26.95,94.17,18-24,family,comfortable,3,2024-03-26
u0004211,family-holiday,Kerala,south,11.6854,76.132,45-54,friends,moderate,2,2025-07-07
u0004212,mountain-walker,Karnataka,south,12.9716,77.5946,35-44,friends,moderate,1,2025-01-31
u0004213,beach-and-slow,Assam,northeast,26.1445,91.7362,25-34,couple,comfortable,56,2025-04-16
u0004214,weekend-escaper,Chhattisgarh,central,21.2514,81.6296,45-54,solo,shoestring,1,2024-07-06
u0004215,heritage-seeker,Rajasthan,north,26.838,70.9,18-24,solo,comfortable,1975,2024-05-24
u0004216,heritage-seeker,Uttar Pradesh,central,26.4499,80.3319,45-54,solo,moderate,3,2024-06-23
u0004217,weekend-escaper,Rajasthan,north,24.5854,73.7125,18-24,couple,shoestring,7,2024-01-13
u0004218,pilgrim,Uttarakhand,north,29.3803,79.4636,45-54,couple,moderate,1,2024-10-24
u0004219,food-first,Uttar Pradesh,central,26.4499,80.3319,25-34,family,comfortable,1,2024-10-12
u0004220,family-holiday,Telangana,south,17.385,78.4867,55+,solo,moderate,1,2024-05-10
u0004221,beach-and-slow,Himachal Pradesh,north,32.2432,77.1892,18-24,family,moderate,1,2025-01-30
u0004222,heritage-seeker,Sikkim,northeast,27.3,88.24,25-34,family,premium,2,2024-12-28
u0004223,food-first,Gujarat,west,21.1702,72.8311,45-54,solo,premium,1,2025-05-26
u0004224,heritage-seeker,Karnataka,south,15.2689,76.3909,35-44,solo,comfortable,6,2025-09-14
u0004225,weekend-escaper,Gujarat,west,23.0225,72.5714,55+,solo,comfortable,4,2024-05-07
u0004226,family-holiday,Delhi,north,28.6139,77.209,35-44,family,moderate,5,2024-10-29
u0004227,food-first,Rajasthan,north,26.9157,70.9083,25-34,couple,moderate,1,2024-05-19
u0004228,weekend-escaper,Uttar Pradesh,central,25.4358,81.8463,25-34,family,comfortable,2,2024-01-17
u0004229,weekend-escaper,West Bengal,east,26.7271,88.3953,45-54,solo,moderate,2,2024-08-24
u0004230,food-first,Tamil Nadu,south,10.7905,78.7047,55+,solo,shoestring,1,2025-03-13
u0004231,heritage-seeker,Tamil Nadu,south,12.6269,80.1927,35-44,friends,moderate,1,2024-08-15
u0004232,beach-and-slow,Telangana,south,17.385,78.4867,18-24,friends,moderate,9,2024-12-31
u0004233,beach-and-slow,Uttar Pradesh,central,26.7922,82.1998,18-24,family,comfortable,2,2024-05-27
u0004234,weekend-escaper,Kerala,south,8.7379,76.7163,25-34,couple,moderate,2,2024-08-09
u0004235,pilgrim,Andhra Pradesh,south,17.6868,83.2185,55+,family,moderate,1,2024-01-08
u0004236,food-first,Uttar Pradesh,central,27.1767,78.0081,35-44,family,comfortable,5,2025-01-03
u0004237,weekend-escaper,Assam,northeast,26.5775,93.1711,18-24,family,shoestring,1,2024-05-19
u0004238,pilgrim,Tamil Nadu,south,11.3494,76.7956,45-54,couple,moderate,1,2025-01-22
u0004239,family-holiday,Gujarat,west,23.2156,72.6369,18-24,couple,moderate,1,2024-02-28
u0004240,weekend-escaper,Maharashtra,west,18.6414,72.8722,25-34,couple,moderate,1,2024-02-23
u0004241,family-holiday,Maharashtra,west,18.6414,72.8722,55+,couple,moderate,3,2024-08-25
u0004242,pilgrim,Maharashtra,west,17.9307,73.6477,25-34,family,comfortable,5,2024-03-24
u0004243,heritage-seeker,Rajasthan,north,24.5854,73.7125,55+,friends,comfortable,2,2025-07-08
u0004244,mountain-walker,Madhya Pradesh,central,23.2599,77.4126,18-24,solo,comfortable,1,2025-05-02
u0004245,family-holiday,Sikkim,northeast,27.3314,88.6138,45-54,friends,comfortable,5,2025-08-01
u0004246,mountain-walker,Gujarat,west,22.2394,68.9678,18-24,solo,moderate,1,2024-05-20
u0004247,mountain-walker,Tamil Nadu,south,10.2381,77.4892,18-24,solo,comfortable,1,2025-02-09
u0004248,heritage-seeker,Maharashtra,west,19.8762,75.3433,55+,couple,moderate,3,2024-06-07
u0004249,weekend-escaper,Rajasthan,north,26.2389,73.0243,25-34,family,shoestring,1,2024-09-24
u0004250,beach-and-slow,Gujarat,west,23.2156,72.6369,55+,family,moderate,59,2025-08-08
u0004251,weekend-escaper,Rajasthan,north,26.4899,74.5511,55+,solo,moderate,1,2024-08-14
u0004252,weekend-escaper,Assam,northeast,26.5775,93.1711,25-34,friends,comfortable,1,2025-05-28
